RAM,2048
EXPERIMENT,Precopy
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,12,170,5804,2165121024,0,3,0,882.6150013812155,638788172,374326,0,0,634179584,154829,
2,sysbench_disk,100,100,100,12,134,5814,2165121024,0,4,0,885.0191037573251,641634996,373718,0,0,637026304,155524,
3,sysbench_disk,100,100,100,12,151,5811,2165121024,0,4,0,884.0643035006035,640611013,373943,0,0,636002304,155274,
4,sysbench_disk,100,100,100,11,171,5788,2165121024,0,3,0,884.4027765276095,638424296,374482,0,0,633815040,154740,
5,sysbench_disk,100,100,100,11,167,5761,2165121024,0,3,0,881.2837523478262,633197858,375620,0,0,628588544,153464,
6,sysbench_disk,100,100,100,11,271,5891,2165121024,0,3,0,871.6079319727891,640406741,374047,0,0,635797504,155224,
7,sysbench_disk,100,100,100,11,554,6174,2165121024,0,4,0,825.5572390069772,635763569,375243,0,0,631152640,154090,
8,sysbench_disk,100,100,100,12,134,5813,2165121024,0,4,0,883.665252197897,640542657,374099,0,0,635932672,155257,
9,sysbench_disk,100,100,100,11,195,5845,2165121024,0,4,0,875.9474144669181,638559573,374463,0,0,633950208,154773,
10,sysbench_disk,100,100,100,12,151,5822,2165121024,0,4,0,882.2429466437177,640503861,373895,0,0,635895808,155248,
EXPERIMENT,Postcopy
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,17,21,5540,2165121024,190,2,0,923.2348361397791,637267117,374135,0,0,632664064,154459,
2,sysbench_disk,100,100,100,16,24,5504,2165121024,168,2,0,929.0272871720117,637201626,374151,0,0,632598528,154443,
3,sysbench_disk,100,100,100,16,25,5497,2165121024,188,2,0,930.5663813172779,637443231,374092,0,0,632840192,154502,
4,sysbench_disk,100,100,100,17,550,5848,2165121024,505,2,0,840.4893445378151,612500586,380183,0,0,607891456,148411,
5,sysbench_disk,100,100,100,11,22,5532,2165121024,274,2,0,924.9043448650607,638188550,373910,0,0,633585664,154684,
6,sysbench_disk,100,100,100,11,20,5520,2165121024,213,2,0,927.4185732437828,638532530,373826,0,0,633929728,154768,
7,sysbench_disk,100,100,100,11,23,5575,2165121024,224,2,0,918.0331301222142,638380957,373863,0,0,633778176,154731,
8,sysbench_disk,100,100,100,12,20,5590,2165121024,207,2,0,916.8390060953747,639154912,373674,0,0,634552320,154920,
9,sysbench_disk,100,100,100,11,21,5537,2165121024,205,2,0,923.5161360839667,637807686,374003,0,0,633204736,154591,
10,sysbench_disk,100,100,100,11,25,5531,2165121024,184,2,0,925.487315942029,638475171,373840,0,0,633872384,154754,
EXPERIMENT,Hybrid
Experiment,Disk,Destination-Ready,start-sysbench,vm_stop,setup-time,downtime,total-time,ram-total,ram-postcopy-requests,ram-dirty-sync-count,ram-remaining,ram-mbps,ram-transferred,ram-duplicate,ram-dirty-pages-rate,ram-skipped,ram-normal-bytes,ram-normal
1,sysbench_disk,100,100,100,11,19,5703,2165121024,174,2,0,896.7446015460296,637922535,373982,0,0,633319424,154619,
2,sysbench_disk,100,100,100,11,23,5707,2165121024,188,2,0,896.8282485955056,638430330,373864,0,0,633827328,154743,
3,sysbench_disk,100,100,100,11,74,5746,2165121024,226,2,0,890.9751114210985,638606424,373822,0,0,634003456,154786,
4,sysbench_disk,100,100,100,11,394,6064,2165121024,204,2,0,844.0098675037171,638487653,373846,0,0,633884672,154757,
5,sysbench_disk,100,100,100,11,23,5713,2165121024,226,2,0,895.5512381620484,638192784,373918,0,0,633589760,154685,
6,sysbench_disk,100,100,100,11,28,5700,2165121024,180,2,0,898.4328212339602,638786633,373778,0,0,634183680,154830,
7,sysbench_disk,100,100,100,16,18,5710,2165121024,213,2,0,896.3204678609063,637844756,374005,0,0,633241600,154600,
8,sysbench_disk,100,100,100,17,27,5754,2165121024,187,2,0,891.0871758758933,638909492,373749,0,0,634306560,154860,
9,sysbench_disk,100,100,100,12,22,5724,2165121024,215,2,0,895.4630490196079,639249312,373662,0,0,634646528,154943,
10,sysbench_disk,100,100,100,11,28,5701,2165121024,190,2,0,898.8564991212654,639200246,373679,0,0,634597376,154931,
